x	EXP	NUM
17.5984	-0.04188	0.03558
17.6981	-0.01197	0.06582
17.7426	0.00141	0.0695
17.8422	0.03297	0.07505
17.9524	0.06815	0.08075
17.9845	0.07552	0.08294
18.0873	0.09549	0.09528
18.1561	0.10937	0.10267
18.1846	0.11319	0.10441
18.4281	0.12636	0.10405
18.4286	0.12635	0.10401
18.544	0.11976	0.07247
18.6164	0.11201	0.04092
18.6867	0.10271	0.01589
18.7032	0.10038	0.00938
18.8042	0.08483	-0.02085
18.8594	0.07512	-0.02789
19.0035	0.0449	-0.04355
19.0199	0.04085	-0.04581
19.1189	0.01467	-0.06977
19.1353	0.01054	-0.07604
19.2054	-0.00636	-0.10026
19.222	-0.01062	-0.10495
19.3208	-0.03658	-0.12809
19.3517	-0.04424	-0.13386
19.4505	-0.06681	-0.14382
19.4658	-0.07009	-0.14373
19.5803	-0.09572	-0.13006
19.581	-0.09592	-0.1299
19.6811	-0.11543	-0.10309
19.695	-0.11681	-0.09834
19.7947	-0.1247	-0.06809
19.9516	-0.13498	-0.0559
19.954	-0.13513	-0.0558
