x	EXP	NUM
12.1742	-0.01552	0.04559
12.2826	0.01255	0.05778
12.3837	0.04273	0.06631
12.3842	0.0429	0.06634
12.5135	0.08154	0.0716
12.6436	0.10966	0.08571
12.6466	0.11013	0.08617
12.7581	0.12094	0.09786
12.9309	0.12018	0.08731
12.9874	0.11748	0.08082
13.1159	0.10792	0.05066
13.1601	0.10314	0.03824
13.23	0.09344	0.0205
13.3317	0.07429	-0.00235
13.3586	0.06842	-0.00704
13.4744	0.04019	-0.02404
13.5445	0.02055	-0.03458
13.5886	0.00872	-0.04251
13.673	-0.01295	-0.06343
13.7872	-0.04226	-0.09359
13.8026	-0.04636	-0.09614
13.9167	-0.07653	-0.10898
14.0164	-0.09589	-0.11194
14.1168	-0.11456	-0.10427
14.2323	-0.13415	-0.087
14.3172	-0.14078	-0.07557
14.4481	-0.1385	-0.06205
14.5758	-0.12633	-0.05079
14.6783	-0.10667	-0.03973
14.749	-0.08695	-0.02715
14.8081	-0.06895	-0.01086
14.8501	-0.05546	0.00197
14.9236	-0.03162	0.02064
14.9513	-0.02397	0.02613
15.0406	-0.00454	0.04059
15.0965	0.01523	0.0482
15.1044	0.01778	0.04922
15.2045	0.04588	0.06148
15.298	0.08206	0.07314
15.3048	0.08474	0.07404
15.3992	0.10726	0.08655
15.5138	0.11513	0.09809
15.5587	0.11699	0.10004
15.6849	0.11851	0.09882
15.7009	0.11778	0.09847
15.7721	0.11155	0.09286
15.8387	0.10544	0.07696
15.8862	0.10247	0.0627
16.0002	0.0946	0.02597
16.0161	0.09288	0.02209
16.1574	0.06736	-0.00288
16.1733	0.06403	-0.00517
16.3161	0.03387	-0.02592
16.3434	0.02634	-0.03041
16.4302	0.00239	-0.04831
16.4719	-0.00576	-0.05926
16.5717	-0.02331	-0.08943
16.5875	-0.02645	-0.09417
16.7002	-0.05751	-0.11828
16.7016	-0.05793	-0.11843
16.8157	-0.08941	-0.12278
16.8463	-0.09694	-0.12175
16.9444	-0.11736	-0.11039
16.9728	-0.12219	-0.10691
17.1746	-0.14265	-0.08675
17.2163	-0.14316	-0.08349
17.4046	-0.12862	-0.06706
17.4465	-0.12215	-0.05933
17.5201	-0.10385	-0.03687
17.5331	-0.09984	-0.03301
17.6357	-0.07307	-0.00538
17.6486	-0.06966	-0.00151
17.7368	-0.0427	0.02349
17.7498	-0.03817	0.02623
17.8366	-0.00536	0.04179
17.8953	0.01668	0.05106
17.9234	0.02613	0.05534
18.0249	0.05884	0.06812
18.1547	0.09831	0.08179
18.255	0.12097	0.09175
18.3419	0.12587	0.09927
18.3884	0.12551	0.10152
18.4991	0.12186	0.09571
18.6133	0.1159	0.06686
18.6431	0.11409	0.05722
18.713	0.10934	0.03538
18.8272	0.09887	0.00522
18.87	0.09343	-0.00396
18.8722	0.09312	-0.00423
18.9825	0.07417	-0.01579
19.0295	0.06427	-0.01968
19.0991	0.04814	-0.02756
19.1151	0.0446	-0.03004
19.242	0.01788	-0.05641
19.258	0.01443	-0.06083
19.3418	-0.00479	-0.08789
19.3865	-0.01573	-0.10001
19.4847	-0.04133	-0.11674
19.5006	-0.04589	-0.11811
19.6147	-0.07737	-0.11985
19.6492	-0.08441	-0.11821
19.74	-0.10333	-0.10808
19.7432	-0.10434	-0.10753
19.8028	-0.12564	-0.09666
19.8153	-0.12753	-0.09441
19.9738	-0.13993	-0.06684
19.9833	-0.1405	-0.06521
