x	EXP	NUM
8.6218	-0.0815	-0.08893
8.67	-0.06576	-0.07651
8.7372	-0.04335	-0.06007
8.761	-0.036	-0.05486
8.8429	-0.01534	-0.03679
8.867	-0.00944	-0.02989
8.9063	-4e-06	-0.00624
8.9791	0.01607	0.01238
9.0245	0.02538	0.02351
9.0839	0.03733	0.04752
9.1789	0.0574	0.07591
9.185	0.05896	0.0777
9.228	0.07377	0.09064
9.3005	0.08744	0.10919
9.3864	0.10264	0.12274
9.4296	0.10789	0.12697
9.5018	0.1098	0.1315
9.5507	0.11196	0.13324
9.5959	0.11527	0.13416
9.7166	0.11315	0.13378
9.8026	0.10659	0.13024
9.8031	0.10651	0.1302
9.9454	0.07905	0.10683
9.9603	0.07532	0.10266
10.0374	0.05331	0.08064
10.06	0.04833	0.07249
10.0915	0.04211	0.04918
10.1543	0.02852	0.02347
10.1811	0.02184	0.01364
10.2589	0.0013	-0.01409
10.3306	-0.01671	-0.03503
10.3586	-0.02286	-0.04426
10.444	-0.03832	-0.07574
10.4877	-0.04556	-0.08581
10.5868	-0.06328	-0.10591
10.6449	-0.07442	-0.11926
10.721	-0.08716	-0.1312
10.744	-0.0898	-0.13345
10.9105	-0.10285	-0.1413
11.0451	-0.10376	-0.14
11.1093	-0.10285	-0.13573
11.2449	-0.10036	-0.11538
11.2465	-0.10025	-0.11506
11.3445	-0.09082	-0.09375
11.4081	-0.08275	-0.07639
11.4352	-0.07887	-0.06937
11.5206	-0.06377	-0.04946
11.5714	-0.05159	-0.03889
11.6503	-0.02913	-0.02059
11.6714	-0.02431	-0.01409
11.7372	-0.01324	0.01221
11.7942	-0.00353	0.03383
11.8239	0.0031	0.0437
11.9096	0.02665	0.07015
11.9251	0.03093	0.07519
12.0251	0.05683	0.10273
12.0405	0.06073	0.10537
12.1549	0.0857	0.11994
12.2419	0.09602	0.12899
12.2616	0.09885	0.13105
12.3437	0.11268	0.13357
12.3614	0.11373	0.13318
12.5514	0.1154	0.12696
12.5964	0.11457	0.12227
12.6235	0.11359	0.11622
12.6595	0.10796	0.1102
12.7405	0.09474	0.0973
12.7676	0.08399	0.09226
12.7944	0.07821	0.08323
12.8033	0.07689	0.07491
12.8714	0.06841	0.0503
12.9567	0.05473	0.01882
12.9655	0.0526	0.01546
13.0369	0.01459	-0.01089
13.0421	0.012	-0.01266
13.0998	0.00046	-0.03098
13.1418	-0.01037	-0.04283
13.2138	-0.03102	-0.06113
13.2702	-0.04492	-0.07431
13.3566	-0.06119	-0.09266
13.413	-0.07011	-0.10317
13.5425	-0.08873	-0.12018
13.6277	-0.09655	-0.12546
13.6284	-0.0966	-0.12549
13.9005	-0.11495	-0.12787
13.972	-0.11545	-0.12544
14.0728	-0.10839	-0.11537
14.1448	-0.09732	-0.0992
14.2313	-0.07952	-0.07874
14.3179	-0.06087	-0.05852
14.4333	-0.03569	-0.02834
14.5056	-0.01987	-0.00473
14.5923	-0.00089	0.02545
14.635	0.0084	0.04231
14.6792	0.01792	0.05825
14.7791	0.03726	0.08803
14.7803	0.03746	0.08843
14.8524	0.05016	0.10811
14.9376	0.06613	0.11909
15.0681	0.0924	0.13042
15.0961	0.09763	0.13157
15.2262	0.11137	0.12792
15.2266	0.11139	0.1279
15.3835	0.11246	0.11994
15.416	0.11138	0.11672
15.4972	0.10585	0.10395
15.5511	0.09854	0.09073
15.5602	0.09651	0.08769
15.5977	0.07888	0.07403
15.605	0.07668	0.07133
15.683	0.06212	0.04255
15.7406	0.05174	0.02105
15.7684	0.0456	0.01107
15.8547	0.02025	-0.01662
15.8681	0.01579	-0.02041
15.9544	-0.00992	-0.04238
15.9822	-0.01671	-0.04927
16.0972	-0.0414	-0.07774
16.1106	-0.04408	-0.08075
16.2544	-0.06894	-0.10635
16.2678	-0.07095	-0.10829
16.4689	-0.09779	-0.12867
16.5112	-0.10143	-0.13059
16.568	-0.10179	-0.13195
16.7412	-0.10959	-0.1295
16.8126	-0.11507	-0.12533
16.9567	-0.09847	-0.10273
16.971	-0.09593	-0.09908
17.0656	-0.07779	-0.07533
17.111	-0.06858	-0.06541
17.2202	-0.04566	-0.03235
17.3175	-0.0247	-0.00199
17.3899	-0.00889	0.0295
17.4756	0.00983	0.06192
17.4767	0.01008	0.0623
17.5778	0.03159	0.09248
17.6197	0.04001	0.10534
17.7062	0.05969	0.11992
17.722	0.06263	0.12135
17.879	0.08856	0.1282
18.0234	0.10643	0.12792
18.0368	0.10736	0.12751
18.1995	0.11276	0.11067
18.2628	0.1115	0.10076
18.3666	0.09737	0.08202
18.3799	0.09415	0.07893
18.4527	0.0794	0.05572
18.4664	0.07652	0.05054
18.5518	0.05687	0.02037
18.5811	0.04923	0.00982
18.6372	0.03232	-0.0098
18.6808	0.01906	-0.02352
18.7369	0.00465	-0.03997
18.8092	-0.01242	-0.06005
18.851	-0.02216	-0.07014
18.952	-0.04259	-0.0901
18.9938	-0.04943	-0.09769
19.1379	-0.07013	-0.11989
19.194	-0.07783	-0.12523
19.2705	-0.08763	-0.12997
19.4952	-0.10497	-0.13178
19.496	-0.10498	-0.13174
19.7109	-0.09482	-0.10815
19.7404	-0.09175	-0.10208
19.831	-0.07861	-0.081
19.8673	-0.07191	-0.07395
19.949	-0.05832	-0.05868
19.9855	-0.05262	-0.04298
19.9943	-0.05124	-0.03608
