/SiMCosta RJ-3 buoy 
/L1 data
/missing = NULL
/latitude = -22.983083
/longitude = -43.174472
/Sensor Mount = Buoy
/Ocean Sensors Orientation = Downward
/Ocean Sensors Average Measuring Depth = 0.5m
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br)
/Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW 
/YEAR MONTH DAY HOUR MINUTE SECOND = Date/Time Data Acquisition (UTC)
/Hsig: Significant Wave Height (m)
/TP: Wave Peak Period (s)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Hsig,TP
2018,4,24,0,53,0,0.76,15.40
2018,4,24,1,23,0,0.78,14.30
2018,4,24,1,53,0,0.83,13.30
2018,4,24,2,23,0,0.85,8.70
2018,4,24,2,53,0,0.74,14.30
2018,4,24,3,23,0,0.81,9.10
2018,4,24,3,53,0,0.91,14.30
2018,4,24,4,23,0,0.86,15.40
2018,4,24,4,53,0,0.84,15.40
2018,4,24,6,23,0,0.89,14.30
2018,4,24,6,53,0,1.03,15.40
2018,4,24,7,23,0,1.08,8.70
2018,4,24,7,53,0,1.10,8.30
2018,4,24,8,23,0,1.18,8.30
2018,4,24,8,53,0,1.30,8.70
2018,4,24,9,23,0,1.28,8.00
2018,4,24,9,53,0,1.26,8.00
2018,4,24,10,23,0,1.24,7.40
2018,4,24,10,53,0,1.22,8.70
2018,4,24,11,23,0,1.16,8.30
2018,4,24,11,53,0,1.21,8.30
2018,4,24,12,23,0,1.21,8.00
2018,4,24,12,53,0,1.18,14.30
2018,4,24,13,23,0,1.20,8.30
2018,4,24,13,53,0,1.10,8.30
2018,4,24,14,23,0,1.19,7.70
2018,4,24,15,23,0,1.16,8.70
2018,4,24,15,53,0,1.22,8.00
2018,4,24,16,23,0,1.13,8.70
2018,4,24,16,53,0,1.18,8.00
2018,4,24,17,23,0,1.16,14.30
2018,4,24,17,53,0,1.14,13.30
2018,4,24,18,23,0,1.13,8.30
2018,4,24,18,53,0,1.21,8.30
2018,4,24,19,23,0,1.11,8.00
2018,4,24,20,23,0,1.28,8.30
2018,4,24,20,53,0,1.20,8.70
2018,4,24,21,23,0,1.21,8.30
2018,4,24,21,53,0,1.37,8.70
2018,4,24,22,23,0,1.22,8.30
2018,4,24,22,53,0,1.35,13.30
2018,4,24,23,23,0,1.28,8.70
2018,4,25,0,23,0,1.37,8.30
2018,4,25,0,53,0,1.46,8.30
2018,4,25,1,53,0,1.37,7.70
2018,4,25,2,23,0,1.43,8.70
2018,4,25,2,53,0,1.40,8.70
2018,4,25,3,23,0,1.42,8.70
2018,4,25,3,53,0,1.35,9.10
2018,4,25,4,23,0,1.33,8.00
2018,4,25,4,53,0,1.27,8.70
2018,4,25,5,23,0,1.11,7.70
2018,4,25,6,23,0,1.32,8.70
2018,4,25,6,53,0,1.24,8.30
2018,4,25,7,23,0,1.19,8.70
2018,4,25,7,53,0,1.17,8.30
2018,4,25,8,23,0,1.27,9.10
2018,4,25,8,53,0,1.12,9.10
2018,4,25,9,23,0,1.24,8.30
2018,4,25,9,53,0,1.16,8.70
2018,4,25,10,23,0,1.29,8.70
2018,4,25,10,53,0,1.33,9.10
2018,4,25,11,23,0,1.21,8.70
2018,4,25,11,53,0,1.18,8.30
2018,4,25,12,23,0,1.23,8.70
2018,4,25,13,23,0,1.35,9.10
2018,4,25,13,53,0,1.19,8.00
2018,4,25,14,23,0,1.14,8.30
2018,4,25,14,53,0,1.23,8.70
2018,4,25,15,23,0,1.26,8.30
2018,4,25,16,23,0,1.19,8.30
2018,4,25,16,53,0,1.28,8.30
2018,4,25,17,23,0,1.18,8.70
2018,4,25,17,53,0,1.15,8.00
2018,4,25,18,23,0,1.15,9.10
2018,4,25,18,53,0,1.01,8.70
2018,4,25,19,23,0,1.09,8.70
2018,4,25,19,53,0,1.15,8.70
2018,4,25,20,53,0,1.05,8.30
2018,4,25,21,23,0,1.09,8.30
2018,4,25,22,23,0,1.11,8.70
2018,4,25,22,53,0,1.05,8.70
2018,4,25,23,23,0,1.04,8.30
2018,4,25,23,53,0,1.03,8.30
2018,4,26,0,23,0,1.01,8.00
2018,4,26,0,53,0,1.05,8.70
2018,4,26,1,23,0,1.06,8.70
2018,4,26,1,53,0,1.05,9.10
2018,4,26,2,23,0,0.99,7.40
2018,4,26,2,53,0,1.02,8.30
2018,4,26,3,23,0,1.09,7.70
2018,4,26,3,53,0,0.98,8.00
2018,4,26,4,23,0,1.05,8.30
2018,4,26,4,53,0,1.02,9.10
2018,4,26,5,23,0,1.00,8.30
2018,4,26,5,53,0,0.98,8.70
2018,4,26,6,23,0,0.95,8.00
2018,4,26,6,53,0,1.00,8.00
2018,4,26,7,23,0,0.97,8.70
2018,4,26,7,53,0,1.02,9.10
2018,4,26,8,23,0,0.98,8.30
2018,4,26,8,53,0,0.97,8.70
2018,4,26,9,53,0,1.00,9.10
2018,4,26,10,23,0,1.04,9.10
2018,4,26,10,53,0,0.89,9.10
2018,4,26,11,23,0,1.00,8.70
2018,4,26,11,53,0,0.96,9.10
2018,4,26,12,53,0,0.96,8.00
2018,4,26,13,23,0,0.96,9.10
2018,4,26,13,53,0,0.86,9.50
2018,4,26,14,23,0,0.88,8.30
2018,4,26,15,23,0,0.83,8.30
2018,4,26,15,53,0,0.94,8.30
2018,4,26,16,23,0,0.83,9.10
2018,4,26,16,53,0,0.85,8.70
2018,4,26,17,23,0,0.95,8.30
2018,4,26,17,53,0,0.90,7.70
2018,4,26,18,23,0,0.85,8.30
2018,4,26,18,53,0,0.89,8.00
2018,4,26,19,23,0,0.87,8.70
2018,4,26,19,53,0,0.86,8.30
2018,4,26,20,23,0,0.78,8.70
2018,4,26,20,53,0,0.87,9.10
2018,4,26,21,23,0,0.78,8.30
2018,4,26,21,53,0,0.80,8.00
2018,4,26,22,23,0,0.86,8.70
2018,4,26,22,53,0,0.88,8.00
2018,4,26,23,23,0,0.83,8.00
2018,4,26,23,53,0,0.93,8.00
2018,4,27,0,23,0,0.84,8.00
2018,4,27,0,53,0,0.88,8.00
2018,4,27,1,23,0,0.85,8.00
2018,4,27,1,53,0,0.88,8.00
2018,4,27,2,23,0,0.79,8.30
2018,4,27,2,53,0,0.76,8.00
2018,4,27,3,23,0,0.79,8.00
2018,4,27,3,53,0,0.83,8.70
2018,4,27,4,23,0,0.75,8.70
2018,4,27,4,53,0,0.76,8.00
2018,4,27,5,23,0,0.84,8.30
2018,4,27,6,23,0,0.80,7.70
2018,4,27,6,53,0,0.77,7.70
2018,4,27,7,23,0,0.77,11.10
2018,4,27,7,53,0,0.76,8.30
2018,4,27,8,23,0,0.74,8.30
2018,4,27,8,53,0,0.78,8.30
2018,4,27,9,23,0,0.76,7.70
2018,4,27,9,53,0,0.75,8.30
2018,4,27,10,23,0,0.77,8.00
2018,4,27,10,53,0,0.75,11.10
2018,4,27,11,23,0,0.77,7.70
2018,4,27,11,53,0,0.79,8.00
2018,4,27,12,23,0,0.79,8.70
2018,4,27,12,53,0,0.76,8.30
2018,4,27,13,23,0,0.87,8.00
2018,4,27,14,23,0,0.74,10.00
2018,4,27,14,53,0,0.81,8.00
2018,4,27,15,23,0,0.72,8.70
2018,4,27,17,23,0,0.74,8.30
2018,4,27,17,53,0,0.87,9.10
2018,4,27,18,53,0,0.83,9.10
2018,4,27,19,23,0,0.72,8.30
2018,4,27,19,53,0,0.78,9.50
2018,4,27,20,23,0,0.78,8.30
2018,4,27,20,53,0,0.79,8.00
2018,4,27,21,23,0,0.70,7.70
2018,4,27,21,53,0,0.72,8.70
2018,4,27,22,23,0,0.73,8.30
2018,4,27,22,53,0,0.70,9.50
2018,4,27,23,23,0,0.78,9.50
2018,4,27,23,53,0,0.76,8.30
2018,4,28,0,53,0,0.82,9.10
2018,4,28,1,23,0,0.69,8.00
2018,4,28,1,53,0,0.83,8.30
2018,4,28,2,23,0,0.72,9.10
2018,4,28,2,53,0,0.83,9.10
2018,4,28,3,23,0,0.73,8.00
2018,4,28,3,53,0,0.70,8.70
2018,4,28,4,23,0,0.79,9.10
2018,4,28,4,53,0,0.74,8.70
2018,4,28,5,53,0,0.79,9.10
2018,4,28,6,23,0,0.74,9.10
2018,4,28,6,53,0,0.70,9.50
2018,4,28,7,23,0,0.75,9.10
2018,4,28,7,53,0,0.75,9.50
2018,4,28,8,23,0,0.74,8.70
2018,4,28,8,53,0,0.73,9.50
2018,4,28,9,23,0,0.69,9.10
2018,4,28,9,53,0,0.72,9.50
2018,4,28,10,23,0,0.76,9.50
2018,4,28,10,53,0,0.66,9.50
2018,4,28,11,23,0,0.64,9.10
2018,4,28,11,53,0,0.66,9.10
2018,4,28,12,23,0,0.65,9.50
2018,4,28,12,53,0,0.69,8.70
2018,4,28,13,23,0,0.71,9.50
2018,4,28,13,53,0,0.76,9.10
2018,4,28,14,23,0,0.66,8.70
2018,4,28,14,53,0,0.69,8.70
2018,4,28,15,23,0,0.67,8.70
2018,4,28,15,53,0,0.69,9.10
2018,4,28,16,23,0,0.74,8.70
2018,4,28,16,53,0,0.64,9.10
2018,4,28,17,23,0,0.68,8.30
2018,4,28,17,53,0,0.66,8.70
2018,4,28,18,23,0,0.68,9.10
2018,4,28,18,53,0,0.72,8.70
2018,4,28,19,23,0,0.71,8.70
2018,4,28,19,53,0,0.70,8.70
2018,4,28,20,23,0,0.71,8.70
2018,4,28,20,53,0,0.78,8.70
2018,4,28,21,23,0,0.70,8.30
2018,4,28,21,53,0,0.82,8.30
2018,4,28,22,23,0,0.76,4.20
2018,4,28,22,53,0,0.75,8.30
2018,4,28,23,23,0,0.76,8.00
2018,4,28,23,53,0,0.80,8.00
2018,4,29,0,23,0,0.76,8.30
2018,4,29,0,53,0,0.77,8.70
2018,4,29,1,23,0,0.75,9.50
2018,4,29,1,53,0,0.69,9.10
2018,4,29,2,23,0,0.71,9.10
2018,4,29,2,53,0,0.74,9.10
2018,4,29,3,23,0,0.72,8.30
2018,4,29,3,53,0,0.74,8.70
2018,4,29,4,23,0,0.71,9.50
2018,4,29,5,23,0,0.73,8.70
2018,4,29,5,53,0,0.67,10.00
2018,4,29,6,53,0,0.65,9.10
2018,4,29,7,23,0,0.66,9.10
2018,4,29,7,53,0,0.60,8.00
2018,4,29,8,23,0,0.67,9.10
2018,4,29,8,53,0,0.65,9.10
2018,4,29,9,23,0,0.66,9.50
2018,4,29,9,53,0,0.58,11.80
2018,4,29,10,23,0,0.62,8.70
2018,4,29,10,53,0,0.58,9.10
2018,4,29,11,23,0,0.59,8.70
2018,4,29,11,53,0,0.61,9.10
2018,4,29,12,23,0,0.65,9.50
2018,4,29,12,53,0,0.59,8.30
2018,4,29,13,23,0,0.68,9.50
2018,4,29,13,53,0,0.68,9.10
2018,4,29,14,23,0,0.65,8.70
2018,4,29,15,23,0,0.70,8.30
2018,4,29,15,53,0,0.66,8.70
2018,4,29,16,53,0,0.75,8.70
2018,4,29,17,23,0,0.66,8.70
2018,4,29,17,53,0,0.74,9.10
2018,4,29,18,23,0,0.73,11.10
2018,4,29,18,53,0,0.74,8.30
2018,4,29,19,53,0,0.78,8.70
2018,4,29,20,23,0,0.76,9.10
2018,4,29,20,53,0,0.77,9.10
2018,4,29,21,23,0,0.76,8.30
2018,4,29,21,53,0,0.77,9.10
2018,4,29,22,23,0,0.81,9.10
2018,4,29,22,53,0,0.79,9.50
2018,4,29,23,23,0,0.88,8.70
2018,4,29,23,53,0,0.81,9.50
2018,4,30,0,23,0,0.87,10.00
2018,4,30,0,53,0,0.88,8.70
2018,4,30,1,23,0,0.84,9.50
2018,4,30,1,53,0,0.80,8.70
2018,4,30,2,23,0,0.80,9.10
2018,4,30,2,53,0,0.81,9.10
2018,4,30,3,23,0,0.81,9.50
2018,4,30,3,53,0,0.84,9.50
2018,4,30,4,23,0,0.81,10.00
2018,4,30,4,53,0,0.82,9.50
2018,4,30,5,23,0,0.78,9.10
2018,4,30,5,53,0,0.80,10.00
2018,4,30,6,23,0,0.78,9.10
2018,4,30,6,53,0,0.76,9.50
2018,4,30,7,23,0,0.82,9.50
2018,4,30,7,53,0,0.74,9.50
2018,4,30,8,23,0,0.76,9.50
2018,4,30,8,53,0,0.69,9.10
2018,4,30,9,23,0,0.76,9.10
2018,4,30,9,53,0,0.72,9.10
2018,4,30,10,23,0,0.73,9.10
2018,4,30,10,53,0,0.73,9.10
2018,4,30,11,23,0,0.79,9.10
2018,4,30,11,53,0,0.74,8.70
2018,4,30,12,23,0,0.78,8.70
2018,4,30,13,23,0,0.78,8.70
2018,4,30,13,53,0,0.77,9.10
2018,4,30,14,23,0,0.86,8.70
2018,4,30,14,53,0,0.82,9.10
2018,4,30,15,23,0,0.73,8.30
2018,4,30,15,53,0,0.80,8.30
2018,4,30,16,23,0,0.80,8.70
2018,4,30,16,53,0,0.80,8.30
2018,4,30,17,23,0,0.88,9.50
2018,4,30,17,53,0,0.77,9.50
2018,4,30,18,53,0,0.90,9.50
2018,4,30,19,23,0,0.89,9.50
2018,4,30,19,53,0,0.79,9.10
2018,4,30,20,23,0,0.84,9.10
2018,4,30,20,53,0,0.81,9.10
2018,4,30,21,23,0,0.78,9.10
2018,4,30,21,53,0,0.80,9.50
2018,4,30,22,23,0,0.80,9.50
2018,4,30,23,23,0,0.82,10.00
2018,4,30,23,53,0,0.75,8.30
2018,5,1,0,23,0,0.74,8.70
2018,5,1,0,53,0,0.76,9.10
2018,5,1,1,23,0,0.76,9.50
2018,5,1,1,53,0,0.79,9.10
2018,5,1,2,23,0,0.80,9.50
2018,5,1,2,53,0,0.79,9.10
2018,5,1,3,23,0,0.74,9.50
2018,5,1,4,23,0,0.76,9.50
2018,5,1,4,53,0,0.77,9.10
2018,5,1,5,23,0,0.77,8.70
2018,5,1,5,53,0,0.78,15.40
2018,5,1,6,23,0,0.78,15.40
2018,5,1,6,53,0,0.70,15.40
2018,5,1,7,23,0,0.69,9.50
2018,5,1,7,53,0,0.72,15.40
2018,5,1,8,23,0,0.67,15.40
2018,5,1,8,53,0,0.71,14.30
2018,5,1,9,23,0,0.63,14.30
2018,5,1,9,53,0,0.67,14.30
2018,5,1,10,23,0,0.67,14.30
2018,5,1,10,53,0,0.71,9.10
2018,5,1,11,23,0,0.60,14.30
2018,5,1,12,23,0,0.68,13.30
2018,5,1,12,53,0,0.69,13.30
2018,5,1,13,23,0,0.79,13.30
2018,5,1,13,53,0,0.68,13.30
2018,5,1,14,23,0,0.74,13.30
2018,5,1,14,53,0,0.75,13.30
2018,5,1,15,23,0,0.69,13.30
2018,5,1,15,53,0,0.87,13.30
2018,5,1,16,23,0,0.72,13.30
2018,5,1,16,53,0,0.78,13.30
2018,5,1,17,23,0,0.82,12.50
2018,5,1,17,53,0,0.75,12.50
2018,5,1,18,23,0,0.86,12.50
2018,5,1,18,53,0,0.79,12.50
2018,5,1,19,23,0,0.77,12.50
2018,5,1,19,53,0,0.73,12.50
2018,5,1,20,23,0,0.76,8.70
2018,5,1,21,23,0,0.80,12.50
2018,5,1,21,53,0,0.77,13.30
2018,5,1,22,23,0,0.79,11.80
2018,5,1,22,53,0,0.72,12.50
2018,5,1,23,23,0,0.72,13.30
2018,5,1,23,53,0,0.69,12.50
2018,5,2,0,23,0,0.79,11.80
2018,5,2,0,53,0,0.79,12.50
2018,5,2,1,23,0,0.76,11.80
2018,5,2,1,53,0,0.70,11.80
2018,5,2,2,23,0,0.73,12.50
2018,5,2,2,53,0,0.74,11.80
2018,5,2,3,23,0,0.72,11.80
2018,5,2,3,53,0,0.68,11.80
2018,5,2,4,23,0,0.74,11.10
2018,5,2,4,53,0,0.66,11.10
2018,5,2,5,23,0,0.61,11.80
2018,5,2,5,53,0,0.66,11.10
2018,5,2,6,23,0,0.70,11.10
2018,5,2,6,53,0,0.62,12.50
2018,5,2,7,23,0,0.67,11.10
2018,5,2,7,53,0,0.75,11.10
2018,5,2,8,23,0,0.64,11.10
2018,5,2,8,53,0,0.62,11.10
2018,5,2,9,23,0,0.61,11.10
2018,5,2,9,53,0,0.66,11.10
2018,5,2,10,23,0,0.63,11.10
2018,5,2,10,53,0,0.62,10.50
2018,5,2,11,23,0,0.68,10.50
2018,5,2,11,53,0,0.58,10.50
2018,5,2,12,23,0,0.54,11.10
2018,5,2,12,53,0,0.62,10.50
2018,5,2,13,23,0,0.59,10.50
2018,5,2,13,53,0,0.59,10.00
2018,5,2,14,53,0,0.55,10.50
2018,5,2,15,23,0,0.61,11.10
2018,5,2,15,53,0,0.59,10.50
2018,5,2,16,23,0,0.58,11.10
2018,5,2,16,53,0,0.66,10.50
2018,5,2,17,23,0,0.64,11.10
2018,5,2,17,53,0,0.64,10.50
2018,5,2,18,23,0,0.71,16.70
2018,5,2,19,23,0,0.73,10.50
2018,5,2,20,23,0,0.97,16.70
2018,5,2,20,53,0,0.95,15.40
2018,5,2,21,23,0,1.09,15.40
2018,5,2,22,23,0,1.54,15.40
2018,5,2,22,53,0,1.41,15.40
2018,5,2,23,23,0,1.51,15.40
2018,5,3,0,23,0,2.14,15.40
2018,5,3,0,53,0,1.86,15.40
2018,5,3,1,53,0,2.13,14.30
2018,5,3,2,23,0,2.22,14.30
2018,5,3,2,53,0,2.23,14.30
2018,5,3,3,23,0,2.23,13.30
2018,5,3,3,53,0,2.55,14.30
2018,5,3,4,23,0,2.14,13.30
2018,5,3,4,53,0,2.38,13.30
2018,5,3,5,23,0,2.26,13.30
2018,5,3,5,53,0,1.95,13.30
2018,5,3,6,23,0,2.11,13.30
2018,5,3,6,53,0,1.73,12.50
2018,5,3,7,23,0,1.84,13.30
2018,5,3,7,53,0,1.83,13.30
2018,5,3,8,23,0,2.01,13.30
2018,5,3,8,53,0,2.01,13.30
2018,5,3,9,23,0,2.24,13.30
2018,5,3,10,23,0,2.08,13.30
2018,5,3,10,53,0,1.95,13.30
2018,5,3,11,23,0,1.94,13.30
2018,5,3,11,53,0,2.15,13.30
2018,5,3,12,23,0,1.68,12.50
2018,5,3,12,53,0,1.64,13.30
2018,5,3,13,53,0,1.82,13.30
2018,5,3,14,23,0,1.89,11.10
2018,5,3,14,53,0,1.68,13.30
2018,5,3,15,23,0,2.08,12.50
2018,5,3,15,53,0,1.90,14.30
2018,5,3,16,23,0,1.74,14.30
2018,5,3,16,53,0,1.81,12.50
2018,5,3,17,23,0,1.94,13.30
2018,5,3,17,53,0,1.79,14.30
2018,5,3,18,23,0,1.66,14.30
2018,5,3,18,53,0,1.87,14.30
2018,5,3,19,23,0,1.60,13.30
2018,5,3,20,53,0,1.71,13.30
2018,5,3,21,23,0,1.61,12.50
2018,5,3,21,53,0,1.57,13.30
2018,5,3,22,23,0,1.88,13.30
2018,5,3,22,53,0,1.78,13.30
2018,5,3,23,23,0,1.75,12.50
2018,5,3,23,53,0,1.69,13.30
2018,5,4,0,23,0,1.49,13.30
2018,5,4,0,53,0,1.66,13.30
2018,5,4,1,53,0,1.51,12.50
2018,5,4,2,23,0,1.66,12.50
2018,5,4,2,53,0,1.53,12.50
2018,5,4,3,23,0,1.50,15.40
2018,5,4,3,53,0,1.59,15.40
2018,5,4,4,23,0,1.67,15.40
2018,5,4,5,23,0,1.66,14.30
2018,5,4,5,53,0,1.58,13.30
2018,5,4,6,23,0,1.89,14.30
2018,5,4,6,53,0,1.60,14.30
2018,5,4,7,23,0,1.52,14.30
2018,5,4,7,53,0,1.65,13.30
2018,5,4,8,23,0,1.44,14.30
2018,5,4,8,53,0,1.54,13.30
2018,5,4,9,23,0,1.70,13.30
2018,5,4,9,53,0,1.63,14.30
2018,5,4,10,23,0,1.40,12.50
2018,5,4,10,53,0,1.44,12.50
2018,5,4,11,23,0,1.40,13.30
2018,5,4,11,53,0,1.37,14.30
2018,5,4,12,23,0,1.46,12.50
2018,5,4,12,53,0,1.51,12.50
2018,5,4,13,23,0,1.39,12.50
2018,5,4,13,53,0,1.40,12.50
2018,5,4,14,23,0,1.43,13.30
2018,5,4,14,53,0,1.47,12.50
2018,5,4,16,23,0,1.29,13.30
2018,5,4,16,53,0,1.46,13.30
2018,5,4,17,23,0,1.47,11.80
2018,5,4,18,23,0,1.42,13.30
2018,5,4,18,53,0,1.37,12.50
2018,5,4,19,23,0,1.39,13.30
2018,5,4,19,53,0,1.58,13.30
2018,5,4,20,23,0,1.49,13.30
2018,5,4,21,23,0,1.51,13.30
2018,5,4,21,53,0,1.34,13.30
2018,5,4,22,23,0,1.34,13.30
2018,5,4,22,53,0,1.35,14.30
2018,5,4,23,23,0,1.41,13.30
2018,5,4,23,53,0,1.28,13.30
2018,5,5,0,23,0,1.20,13.30
2018,5,5,0,53,0,1.37,13.30
2018,5,5,1,23,0,1.22,13.30
2018,5,5,1,53,0,1.20,13.30
2018,5,5,2,23,0,1.15,12.50
2018,5,5,2,53,0,1.10,13.30
2018,5,5,3,23,0,1.21,13.30
2018,5,5,3,53,0,1.19,13.30
2018,5,5,4,53,0,1.07,13.30
2018,5,5,5,23,0,1.27,12.50
2018,5,5,5,53,0,1.15,13.30
2018,5,5,6,23,0,1.05,12.50
2018,5,5,6,53,0,1.02,13.30
2018,5,5,7,23,0,1.13,13.30
2018,5,5,7,53,0,1.03,13.30
2018,5,5,8,23,0,1.13,12.50
2018,5,5,8,53,0,1.17,12.50
2018,5,5,9,23,0,0.97,12.50
2018,5,5,9,53,0,1.09,12.50
2018,5,5,10,53,0,1.06,12.50
2018,5,5,11,53,0,1.00,12.50
2018,5,5,12,23,0,0.94,11.10
2018,5,5,12,53,0,1.07,11.80
2018,5,5,13,23,0,0.97,12.50
2018,5,5,13,53,0,0.94,11.80
2018,5,5,14,23,0,0.98,13.30
2018,5,5,14,53,0,0.86,12.50
2018,5,5,15,53,0,0.82,12.50
2018,5,5,16,23,0,0.82,11.80
2018,5,5,17,23,0,0.94,13.30
2018,5,5,17,53,0,0.90,12.50
2018,5,5,18,23,0,0.85,13.30
2018,5,5,18,53,0,0.92,13.30
2018,5,5,19,23,0,0.86,12.50
2018,5,5,19,53,0,0.94,13.30
2018,5,5,20,23,0,0.92,12.50
2018,5,5,20,53,0,0.95,13.30
2018,5,5,21,23,0,0.97,13.30
2018,5,5,22,23,0,0.98,13.30
2018,5,5,22,53,0,0.85,13.30
2018,5,5,23,23,0,0.90,13.30
2018,5,5,23,53,0,0.90,11.80
2018,5,6,0,23,0,1.00,12.50
2018,5,6,0,53,0,0.90,13.30
2018,5,6,1,53,0,0.85,12.50
2018,5,6,2,23,0,0.97,12.50
2018,5,6,2,53,0,0.86,11.10
2018,5,6,3,23,0,0.86,12.50
2018,5,6,3,53,0,0.83,12.50
2018,5,6,4,23,0,0.91,12.50
2018,5,6,4,53,0,0.92,13.30
2018,5,6,5,23,0,0.88,13.30
2018,5,6,5,53,0,0.91,13.30
2018,5,6,6,23,0,0.93,12.50
2018,5,6,6,53,0,0.90,13.30
2018,5,6,7,23,0,0.91,11.80
2018,5,6,7,53,0,0.91,13.30
2018,5,6,8,23,0,0.93,13.30
2018,5,6,8,53,0,0.89,13.30
2018,5,6,9,23,0,0.82,12.50
2018,5,6,9,53,0,0.88,11.10
2018,5,6,10,23,0,0.90,13.30
2018,5,6,10,53,0,1.03,12.50
2018,5,6,11,23,0,0.93,13.30
2018,5,6,11,53,0,0.96,13.30
2018,5,6,12,23,0,0.99,12.50
2018,5,6,12,53,0,0.90,13.30
2018,5,6,13,23,0,0.96,13.30
2018,5,6,13,53,0,0.98,14.30
2018,5,6,14,53,0,0.90,13.30
2018,5,6,15,23,0,0.88,13.30
2018,5,6,15,53,0,0.79,14.30
2018,5,6,16,23,0,0.83,12.50
2018,5,6,16,53,0,0.97,12.50
2018,5,6,17,23,0,0.91,11.80
2018,5,6,17,53,0,0.86,13.30
2018,5,6,18,23,0,0.90,12.50
2018,5,6,18,53,0,0.85,13.30
2018,5,6,19,23,0,0.80,13.30
2018,5,6,19,53,0,0.82,12.50
2018,5,6,20,23,0,0.89,12.50
2018,5,6,20,53,0,0.94,11.80
2018,5,6,21,53,0,0.91,12.50
2018,5,6,22,23,0,0.87,12.50
2018,5,6,22,53,0,0.95,12.50
2018,5,6,23,23,0,0.91,12.50
2018,5,6,23,53,0,0.82,12.50
2018,5,7,0,23,0,0.88,11.80
2018,5,7,0,53,0,0.89,11.80
2018,5,7,1,23,0,0.82,14.30
2018,5,7,1,53,0,0.78,11.10
2018,5,7,2,23,0,0.85,11.80
2018,5,7,2,53,0,0.81,12.50
2018,5,7,3,23,0,0.74,13.30
2018,5,7,3,53,0,0.80,12.50
2018,5,7,4,23,0,0.84,11.80
2018,5,7,4,53,0,0.84,12.50
2018,5,7,5,23,0,0.77,13.30
2018,5,7,5,53,0,0.79,13.30
2018,5,7,6,23,0,0.76,12.50
2018,5,7,6,53,0,0.80,12.50
2018,5,7,7,23,0,0.79,12.50
2018,5,7,7,53,0,0.71,12.50
2018,5,7,8,23,0,0.78,12.50
2018,5,7,8,53,0,0.80,12.50
2018,5,7,9,23,0,0.77,12.50
2018,5,7,9,53,0,0.72,13.30
2018,5,7,10,23,0,0.75,12.50
2018,5,7,10,53,0,0.69,11.80
2018,5,7,11,23,0,0.69,13.30
2018,5,7,11,53,0,0.73,12.50
2018,5,7,12,23,0,0.68,12.50
2018,5,7,12,53,0,0.70,13.30
2018,5,7,13,23,0,0.72,14.30
2018,5,7,13,53,0,0.74,13.30
2018,5,7,14,23,0,0.69,12.50
2018,5,7,14,53,0,0.76,13.30
2018,5,7,15,23,0,0.72,12.50
2018,5,7,15,53,0,0.72,13.30
2018,5,7,16,23,0,0.74,12.50
2018,5,7,16,53,0,0.79,13.30
2018,5,7,17,23,0,0.80,12.50
2018,5,7,17,53,0,0.67,12.50
2018,5,7,18,23,0,0.65,13.30
2018,5,7,18,53,0,0.77,11.80
2018,5,7,19,23,0,0.80,13.30
2018,5,7,19,53,0,0.79,14.30
2018,5,7,20,23,0,0.85,11.80
2018,5,7,20,53,0,0.84,12.50
2018,5,7,21,23,0,0.79,11.80
2018,5,7,22,23,0,0.88,12.50
2018,5,7,23,23,0,0.92,11.80
2018,5,7,23,53,0,0.98,12.50
2018,5,8,0,23,0,0.95,12.50
2018,5,8,0,53,0,0.90,11.80
2018,5,8,1,23,0,1.02,12.50
2018,5,8,1,53,0,0.96,11.80
2018,5,8,2,23,0,1.03,11.80
2018,5,8,2,53,0,1.02,11.80
2018,5,8,4,23,0,1.03,11.80
2018,5,8,4,53,0,1.11,8.30
2018,5,8,5,23,0,1.21,8.30
2018,5,8,5,53,0,1.30,8.70
2018,5,8,6,23,0,1.49,8.00
2018,5,8,6,53,0,1.45,8.70
2018,5,8,7,23,0,1.48,7.70
2018,5,8,7,53,0,1.60,8.30
2018,5,8,8,23,0,1.67,8.30
2018,5,8,8,53,0,1.48,8.30
2018,5,8,9,23,0,1.58,8.70
2018,5,8,9,53,0,1.68,8.00
2018,5,8,10,23,0,1.52,8.70
2018,5,8,10,53,0,1.74,7.70
2018,5,8,11,23,0,1.72,8.00
2018,5,8,11,53,0,1.86,8.30
2018,5,8,12,23,0,1.64,8.00
2018,5,8,12,53,0,1.67,8.00
2018,5,8,13,23,0,1.72,8.30
2018,5,8,13,53,0,1.60,8.70
2018,5,8,14,23,0,1.56,6.90
2018,5,8,15,23,0,1.55,8.30
2018,5,8,16,23,0,1.60,7.70
2018,5,8,16,53,0,1.55,7.70
2018,5,8,17,23,0,1.51,8.00
2018,5,8,17,53,0,1.56,8.00
