/SiMCosta RJ-3 buoy 
/L1 data
/missing = NULL
/latitude = -22.983083
/longitude = -43.174472
/Sensor Mount = Buoy
/Ocean Sensors Orientation = Downward
/Ocean Sensors Average Measuring Depth = 0.5m
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br)
/Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW 
/YEAR MONTH DAY HOUR MINUTE SECOND = Date/Time Data Acquisition (UTC)
/Hsig: Significant Wave Height (m)
/TP: Wave Peak Period (s)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Hsig,TP
2018,8,8,7,53,0,1.21,8.70
2018,8,8,8,23,0,1.23,9.10
2018,8,8,8,53,0,1.07,9.50
2018,8,8,9,23,0,1.11,8.30
2018,8,8,9,53,0,1.09,10.00
2018,8,8,10,23,0,1.30,8.70
2018,8,8,10,53,0,1.12,9.50
2018,8,8,11,23,0,1.19,9.50
2018,8,8,11,53,0,1.15,10.00
2018,8,8,12,23,0,1.20,10.00
2018,8,8,12,53,0,1.21,9.50
2018,8,8,13,23,0,1.28,8.70
2018,8,8,13,53,0,1.26,10.00
2018,8,8,14,23,0,1.13,9.10
2018,8,8,14,53,0,1.18,9.10
2018,8,8,15,53,0,1.19,8.30
2018,8,8,16,23,0,1.11,9.50
2018,8,8,16,53,0,1.17,8.70
2018,8,8,17,23,0,1.12,9.50
2018,8,8,17,53,0,1.09,9.10
2018,8,8,18,23,0,1.15,8.30
2018,8,8,18,53,0,1.13,10.00
2018,8,8,19,23,0,1.15,8.70
2018,8,8,19,53,0,1.17,10.00
2018,8,8,20,23,0,1.22,9.50
2018,8,8,20,53,0,1.29,9.50
2018,8,8,21,23,0,1.17,9.50
2018,8,8,21,53,0,1.19,9.50
2018,8,8,23,23,0,1.19,10.00
2018,8,8,23,53,0,1.04,8.00
2018,8,9,0,23,0,1.04,9.10
2018,8,9,0,53,0,1.07,8.70
2018,8,9,1,23,0,1.05,9.50
2018,8,9,1,53,0,1.06,9.10
2018,8,9,2,23,0,1.01,9.50
2018,8,9,2,53,0,1.02,9.50
2018,8,9,3,23,0,1.03,9.50
2018,8,9,3,53,0,0.95,9.10
2018,8,9,4,23,0,0.97,9.50
2018,8,9,4,53,0,0.93,14.30
2018,8,9,5,23,0,1.00,9.10
2018,8,9,5,53,0,0.94,9.10
2018,8,9,6,23,0,0.97,9.10
2018,8,9,6,53,0,0.97,9.50
2018,8,9,7,23,0,0.91,8.30
2018,8,9,7,53,0,0.87,9.50
2018,8,9,8,23,0,0.89,10.50
2018,8,9,8,53,0,0.85,13.30
2018,8,9,9,23,0,0.84,9.50
2018,8,9,9,53,0,0.81,9.50
2018,8,9,10,23,0,0.80,13.30
2018,8,9,10,53,0,0.90,9.10
2018,8,9,11,53,0,0.86,13.30
2018,8,9,12,23,0,0.87,10.50
2018,8,9,12,53,0,0.81,10.00
2018,8,9,13,23,0,0.94,8.70
2018,8,9,13,53,0,0.86,8.70
2018,8,9,14,23,0,0.88,9.50
2018,8,9,14,53,0,0.82,12.50
2018,8,9,15,23,0,0.89,10.00
2018,8,9,15,53,0,0.83,8.70
2018,8,9,16,23,0,0.98,10.00
2018,8,9,16,53,0,0.85,9.50
2018,8,9,17,23,0,0.96,8.70
2018,8,9,19,23,0,0.87,13.30
2018,8,9,19,53,0,0.92,9.50
2018,8,9,20,23,0,0.85,10.50
2018,8,9,20,53,0,0.92,9.10
2018,8,9,21,23,0,0.90,11.80
2018,8,9,21,53,0,0.92,10.50
2018,8,9,22,23,0,0.81,10.00
2018,8,9,22,53,0,0.88,10.50
2018,8,9,23,53,0,0.84,10.00
2018,8,10,0,23,0,0.80,10.50
2018,8,10,0,53,0,0.92,10.00
2018,8,10,1,23,0,0.78,10.50
2018,8,10,1,53,0,0.74,9.50
2018,8,10,2,23,0,0.80,10.00
2018,8,10,2,53,0,0.85,9.50
2018,8,10,3,23,0,0.78,10.00
2018,8,10,3,53,0,0.78,10.50
2018,8,10,4,23,0,0.79,10.50
2018,8,10,4,53,0,0.84,12.50
2018,8,10,5,23,0,0.79,10.50
2018,8,10,5,53,0,0.78,10.00
2018,8,10,6,23,0,0.83,10.50
2018,8,10,6,53,0,0.82,10.50
2018,8,10,7,23,0,0.86,9.50
2018,8,10,7,53,0,0.85,10.00
2018,8,10,8,23,0,0.85,10.50
2018,8,10,8,53,0,0.92,11.10
2018,8,10,9,23,0,0.86,11.10
2018,8,10,9,53,0,0.84,10.50
2018,8,10,10,23,0,0.82,11.10
2018,8,10,10,53,0,0.85,10.50
2018,8,10,12,23,0,0.82,11.10
2018,8,10,12,53,0,0.94,10.50
2018,8,10,13,23,0,0.95,10.50
2018,8,10,13,53,0,1.01,10.50
2018,8,10,14,23,0,1.00,6.10
2018,8,10,14,53,0,1.02,6.30
2018,8,10,15,23,0,0.97,6.10
2018,8,10,15,53,0,1.04,6.30
2018,8,10,16,23,0,1.12,6.70
2018,8,10,16,53,0,1.16,7.10
2018,8,10,18,23,0,1.25,8.00
2018,8,10,18,53,0,1.32,7.40
2018,8,10,19,23,0,1.33,7.10
2018,8,10,19,53,0,1.36,8.00
2018,8,10,20,53,0,1.67,8.30
2018,8,10,21,23,0,1.60,9.10
2018,8,10,21,53,0,1.38,8.70
2018,8,10,22,23,0,1.42,9.10
2018,8,10,22,53,0,1.44,10.00
2018,8,10,23,23,0,1.40,9.10
2018,8,10,23,53,0,1.44,8.70
2018,8,11,0,23,0,1.38,9.50
2018,8,11,0,53,0,1.34,8.30
2018,8,11,1,23,0,1.31,9.10
2018,8,11,1,53,0,1.33,9.10
2018,8,11,2,23,0,1.33,9.10
2018,8,11,2,53,0,1.25,9.50
2018,8,11,3,23,0,1.36,9.50
2018,8,11,3,53,0,1.28,9.10
2018,8,11,4,23,0,1.28,10.00
2018,8,11,4,53,0,1.35,9.50
2018,8,11,5,53,0,1.34,9.10
2018,8,11,6,23,0,1.42,9.50
2018,8,11,6,53,0,1.44,9.50
2018,8,11,7,23,0,1.37,9.50
2018,8,11,7,53,0,1.36,9.10
2018,8,11,8,23,0,1.55,10.00
2018,8,11,8,53,0,1.38,9.50
2018,8,11,9,23,0,1.55,8.70
2018,8,11,9,53,0,1.60,9.50
2018,8,11,10,23,0,1.60,11.80
2018,8,11,10,53,0,1.42,11.80
2018,8,11,11,23,0,1.40,10.00
2018,8,11,11,53,0,1.42,11.80
2018,8,11,12,23,0,1.57,10.00
2018,8,11,12,53,0,1.65,11.80
2018,8,11,13,23,0,1.57,11.10
2018,8,11,13,53,0,1.77,9.50
2018,8,11,14,53,0,1.85,12.50
2018,8,11,15,23,0,1.78,11.80
2018,8,11,15,53,0,1.61,12.50
2018,8,11,16,23,0,1.89,12.50
2018,8,11,16,53,0,1.61,9.50
2018,8,11,17,23,0,1.72,12.50
2018,8,11,17,53,0,1.75,11.80
2018,8,11,18,23,0,1.56,12.50
2018,8,11,18,53,0,1.60,12.50
2018,8,11,19,23,0,1.63,13.30
2018,8,11,19,53,0,2.10,12.50
2018,8,11,20,23,0,1.76,12.50
2018,8,11,20,53,0,1.81,12.50
2018,8,11,21,23,0,2.03,13.30
2018,8,11,22,23,0,2.09,12.50
2018,8,11,22,53,0,1.88,12.50
2018,8,11,23,23,0,1.86,12.50
2018,8,11,23,53,0,1.98,13.30
2018,8,12,0,23,0,1.86,12.50
2018,8,12,0,53,0,1.61,14.30
2018,8,12,1,23,0,1.96,13.30
2018,8,12,1,53,0,2.23,12.50
2018,8,12,2,23,0,1.98,13.30
2018,8,12,2,53,0,1.92,12.50
2018,8,12,3,23,0,2.10,13.30
2018,8,12,3,53,0,1.88,12.50
2018,8,12,4,23,0,1.75,11.80
2018,8,12,4,53,0,1.83,13.30
2018,8,12,5,23,0,1.95,13.30
2018,8,12,6,23,0,1.92,12.50
2018,8,12,6,53,0,1.90,11.80
2018,8,12,7,23,0,2.01,12.50
2018,8,12,8,23,0,1.70,12.50
2018,8,12,9,53,0,1.76,12.50
2018,8,12,11,23,0,1.67,12.50
2018,8,12,11,53,0,1.68,12.50
2018,8,12,12,23,0,1.74,11.80
2018,8,12,12,53,0,1.66,10.50
2018,8,12,13,23,0,1.37,13.30
2018,8,12,13,53,0,1.61,12.50
2018,8,12,14,23,0,1.52,11.80
2018,8,12,14,53,0,1.81,12.50
2018,8,12,15,23,0,1.55,12.50
2018,8,12,15,53,0,1.44,13.30
2018,8,12,16,23,0,1.38,12.50
2018,8,12,16,53,0,1.45,12.50
2018,8,12,17,23,0,1.49,11.80
2018,8,12,17,53,0,1.54,13.30
2018,8,12,18,23,0,1.68,11.10
2018,8,12,18,53,0,1.59,12.50
2018,8,12,19,23,0,1.63,12.50
2018,8,12,19,53,0,1.67,13.30
2018,8,12,20,23,0,1.90,11.10
2018,8,12,20,53,0,1.77,11.80
2018,8,12,21,23,0,1.76,11.10
2018,8,12,21,53,0,2.02,12.50
2018,8,12,22,53,0,1.68,12.50
2018,8,12,23,23,0,1.62,9.50
2018,8,12,23,53,0,1.88,12.50
2018,8,13,0,23,0,1.83,12.50
2018,8,13,0,53,0,1.78,12.50
2018,8,13,1,23,0,1.83,12.50
2018,8,13,1,53,0,1.77,12.50
2018,8,13,2,23,0,1.65,11.80
2018,8,13,2,53,0,1.79,11.10
2018,8,13,3,23,0,1.46,11.80
2018,8,13,3,53,0,1.68,11.80
2018,8,13,4,23,0,1.57,11.80
2018,8,13,4,53,0,1.70,11.80
2018,8,13,5,23,0,1.52,12.50
2018,8,13,5,53,0,1.58,11.80
2018,8,13,6,23,0,1.82,11.80
2018,8,13,6,53,0,1.60,11.80
2018,8,13,7,23,0,1.65,12.50
2018,8,13,7,53,0,1.67,11.80
2018,8,13,8,23,0,1.76,12.50
2018,8,13,8,53,0,1.52,12.50
2018,8,13,9,23,0,1.56,12.50
2018,8,13,9,53,0,1.52,11.80
2018,8,13,10,23,0,1.65,11.10
2018,8,13,10,53,0,1.50,11.80
2018,8,13,11,23,0,1.60,10.50
2018,8,13,12,23,0,1.41,11.80
2018,8,13,12,53,0,1.37,11.80
2018,8,13,13,23,0,1.42,11.10
2018,8,13,13,53,0,1.45,11.80
2018,8,13,14,23,0,1.21,11.80
2018,8,13,14,53,0,1.37,11.80
2018,8,13,15,23,0,1.28,11.80
2018,8,13,15,53,0,1.31,11.10
2018,8,13,16,23,0,1.20,11.80
2018,8,13,16,53,0,1.44,11.80
2018,8,13,17,23,0,1.31,12.50
2018,8,13,17,53,0,1.40,10.50
2018,8,13,18,23,0,1.33,10.50
2018,8,13,18,53,0,1.47,11.10
2018,8,13,19,23,0,1.37,11.80
2018,8,13,19,53,0,1.43,11.10
2018,8,13,20,23,0,1.51,11.10
2018,8,13,20,53,0,1.33,10.50
2018,8,13,21,23,0,1.35,11.80
2018,8,13,21,53,0,1.44,11.10
2018,8,13,22,23,0,1.43,10.00
2018,8,13,22,53,0,1.42,11.80
2018,8,13,23,23,0,1.25,11.10
2018,8,13,23,53,0,1.47,11.10
2018,8,14,0,23,0,1.39,10.50
2018,8,14,0,53,0,1.34,11.10
2018,8,14,1,23,0,1.35,10.50
2018,8,14,1,53,0,1.25,10.50
2018,8,14,2,23,0,1.34,11.10
2018,8,14,3,23,0,1.26,10.50
2018,8,14,3,53,0,1.28,11.10
2018,8,14,4,23,0,1.23,10.50
2018,8,14,4,53,0,1.46,10.50
2018,8,14,5,23,0,1.21,10.50
2018,8,14,5,53,0,1.40,11.10
2018,8,14,6,23,0,1.31,10.50
2018,8,14,6,53,0,1.33,11.10
2018,8,14,7,23,0,1.23,9.50
2018,8,14,7,53,0,1.22,10.00
2018,8,14,8,23,0,1.28,11.10
2018,8,14,8,53,0,1.27,9.50
2018,8,14,9,23,0,1.35,11.80
2018,8,14,9,53,0,1.27,10.00
2018,8,14,10,23,0,1.25,10.00
2018,8,14,10,53,0,1.30,10.50
2018,8,14,11,53,0,1.34,11.10
2018,8,14,12,23,0,1.24,11.10
2018,8,14,12,53,0,1.17,10.50
2018,8,14,13,23,0,1.27,9.50
2018,8,14,13,53,0,1.07,10.50
2018,8,14,14,23,0,1.34,10.50
2018,8,14,14,53,0,1.25,10.50
2018,8,14,15,23,0,1.30,10.50
2018,8,14,15,53,0,1.27,8.30
2018,8,14,16,23,0,1.39,10.00
2018,8,14,16,53,0,1.28,11.10
2018,8,14,17,23,0,1.26,9.50
2018,8,14,17,53,0,1.29,10.00
2018,8,14,18,53,0,1.22,8.00
2018,8,14,19,23,0,1.27,10.50
2018,8,14,19,53,0,1.25,7.40
2018,8,14,20,23,0,1.23,10.50
2018,8,14,21,23,0,1.18,10.00
2018,8,14,21,53,0,1.21,10.00
2018,8,14,22,23,0,1.19,10.00
2018,8,14,22,53,0,1.16,9.50
2018,8,14,23,23,0,1.16,10.50
2018,8,14,23,53,0,1.25,10.50
2018,8,15,0,23,0,1.11,10.50
2018,8,15,0,53,0,1.27,10.50
2018,8,15,1,23,0,1.23,10.50
2018,8,15,1,53,0,1.19,10.00
2018,8,15,2,23,0,1.07,9.50
2018,8,15,2,53,0,1.10,10.00
2018,8,15,3,23,0,1.03,10.00
2018,8,15,3,53,0,1.17,9.50
2018,8,15,4,23,0,1.12,9.50
2018,8,15,4,53,0,1.17,9.50
2018,8,15,5,23,0,1.10,9.50
2018,8,15,5,53,0,1.12,10.00
2018,8,15,6,23,0,1.10,9.10
2018,8,15,6,53,0,1.01,9.50
2018,8,15,7,23,0,1.14,10.00
2018,8,15,7,53,0,1.03,10.00
2018,8,15,8,23,0,1.07,10.00
2018,8,15,8,53,0,1.11,9.50
2018,8,15,9,23,0,1.17,9.50
2018,8,15,9,53,0,1.01,10.00
2018,8,15,10,23,0,0.97,10.50
2018,8,15,10,53,0,0.94,10.50
2018,8,15,11,23,0,1.03,10.50
2018,8,15,11,53,0,0.98,10.00
2018,8,15,12,23,0,0.97,9.50
2018,8,15,12,53,0,1.08,9.10
2018,8,15,13,23,0,1.05,10.50
2018,8,15,13,53,0,1.05,9.50
2018,8,15,14,23,0,1.08,9.10
2018,8,15,14,53,0,0.95,9.50
2018,8,15,15,53,0,0.99,9.10
2018,8,15,16,23,0,0.95,9.50
2018,8,15,16,53,0,0.92,9.50
2018,8,15,17,23,0,0.96,10.00
2018,8,15,17,53,0,1.01,9.50
2018,8,15,18,23,0,0.90,9.50
2018,8,15,18,53,0,1.01,9.10
2018,8,15,19,23,0,0.90,9.10
2018,8,15,19,53,0,0.93,9.10
2018,8,15,20,53,0,1.06,9.50
2018,8,15,21,23,0,0.92,9.10
2018,8,15,21,53,0,0.96,9.10
2018,8,15,22,23,0,0.88,9.10
2018,8,15,22,53,0,0.96,9.10
2018,8,15,23,23,0,0.93,9.50
2018,8,15,23,53,0,0.96,9.50
2018,8,16,0,23,0,0.90,9.50
2018,8,16,0,53,0,0.95,8.70
2018,8,16,1,23,0,0.93,9.50
2018,8,16,1,53,0,0.94,10.00
2018,8,16,2,23,0,0.87,8.70
2018,8,16,3,23,0,0.82,9.10
2018,8,16,3,53,0,0.81,9.10
2018,8,16,4,23,0,0.90,10.50
2018,8,16,4,53,0,0.86,9.10
2018,8,16,5,23,0,0.83,9.10
2018,8,16,5,53,0,0.89,8.70
2018,8,16,6,23,0,0.84,9.50
2018,8,16,6,53,0,0.71,10.00
2018,8,16,7,23,0,0.88,9.10
2018,8,16,7,53,0,0.81,10.00
2018,8,16,8,23,0,0.79,10.00
2018,8,16,8,53,0,0.83,9.10
2018,8,16,9,23,0,0.74,8.70
2018,8,16,9,53,0,0.79,9.10
2018,8,16,10,23,0,0.76,9.50
2018,8,16,10,53,0,0.72,11.10
2018,8,16,11,23,0,0.74,9.10
2018,8,16,11,53,0,0.68,9.50
2018,8,16,12,23,0,0.69,8.70
2018,8,16,13,23,0,0.80,10.50
2018,8,16,13,53,0,0.76,9.50
2018,8,16,14,23,0,0.74,9.50
2018,8,16,14,53,0,0.71,10.00
2018,8,16,15,23,0,0.78,10.00
2018,8,16,15,53,0,0.75,9.10
2018,8,16,16,23,0,0.74,8.70
2018,8,16,16,53,0,0.73,8.70
2018,8,16,17,23,0,0.66,9.50
2018,8,16,17,53,0,0.72,10.00
2018,8,16,20,53,0,0.79,9.50
2018,8,16,21,23,0,0.81,8.30
2018,8,16,21,53,0,0.83,8.00
2018,8,16,22,23,0,0.96,8.30
2018,8,16,22,53,0,0.94,8.00
2018,8,16,23,23,0,0.97,8.30
2018,8,16,23,53,0,0.93,9.10
2018,8,17,0,23,0,1.04,8.00
2018,8,17,1,23,0,0.93,9.10
2018,8,17,1,53,0,1.04,10.00
2018,8,17,2,23,0,0.96,8.30
2018,8,17,2,53,0,0.99,8.00
2018,8,17,3,23,0,1.06,8.70
2018,8,17,3,53,0,1.13,8.00
2018,8,17,4,53,0,1.01,8.00
2018,8,17,5,23,0,0.93,8.30
2018,8,17,6,23,0,1.23,10.50
2018,8,17,6,53,0,1.16,10.50
2018,8,17,7,23,0,1.12,8.00
2018,8,17,7,53,0,1.25,10.00
2018,8,17,8,23,0,1.12,10.00
2018,8,17,8,53,0,1.18,10.00
2018,8,17,9,23,0,1.11,10.50
2018,8,17,9,53,0,1.19,10.00
2018,8,17,10,23,0,1.15,10.00
2018,8,17,10,53,0,1.23,10.00
2018,8,17,11,23,0,1.22,14.30
2018,8,17,11,53,0,1.15,10.50
2018,8,17,12,23,0,1.42,13.30
2018,8,17,12,53,0,1.34,13.30
2018,8,17,13,53,0,1.34,10.50
2018,8,17,14,23,0,1.39,12.50
2018,8,17,14,53,0,1.51,12.50
2018,8,17,16,23,0,1.40,12.50
2018,8,17,16,53,0,1.38,12.50
2018,8,17,17,23,0,1.39,12.50
2018,8,17,17,53,0,1.28,11.80
2018,8,17,18,23,0,1.32,12.50
2018,8,17,18,53,0,1.41,11.80
2018,8,17,19,23,0,1.48,11.80
2018,8,17,19,53,0,1.26,11.80
2018,8,17,20,23,0,1.31,11.80
2018,8,17,20,53,0,1.44,11.80
2018,8,17,21,23,0,1.41,11.80
2018,8,17,22,23,0,1.24,11.80
2018,8,17,23,23,0,1.47,11.80
2018,8,17,23,53,0,1.35,11.80
2018,8,18,0,23,0,1.35,11.80
2018,8,18,0,53,0,1.45,11.80
2018,8,18,1,23,0,1.24,11.10
2018,8,18,1,53,0,1.30,11.10
2018,8,18,2,23,0,1.30,11.80
2018,8,18,2,53,0,1.44,11.80
2018,8,18,3,23,0,1.42,11.80
2018,8,18,3,53,0,1.40,11.80
2018,8,18,4,23,0,1.28,11.10
2018,8,18,4,53,0,1.44,11.80
2018,8,18,5,53,0,1.35,11.10
2018,8,18,6,23,0,1.20,11.80
2018,8,18,6,53,0,1.38,11.10
2018,8,18,7,23,0,1.35,10.50
2018,8,18,7,53,0,1.39,11.10
2018,8,18,8,23,0,1.40,11.10
2018,8,18,8,53,0,1.26,11.80
2018,8,18,9,23,0,1.27,10.00
2018,8,18,9,53,0,1.27,10.50
2018,8,18,10,23,0,1.32,10.50
2018,8,18,10,53,0,1.31,11.80
2018,8,18,11,23,0,1.34,11.10
2018,8,18,11,53,0,1.29,11.10
2018,8,18,12,23,0,1.16,10.50
2018,8,18,12,53,0,1.26,11.10
2018,8,18,13,23,0,1.24,11.10
2018,8,18,13,53,0,1.26,10.50
2018,8,18,14,23,0,1.15,11.10
2018,8,18,15,23,0,1.18,10.50
2018,8,18,15,53,0,1.28,10.50
2018,8,18,17,23,0,1.09,10.00
2018,8,18,17,53,0,1.16,6.10
2018,8,18,18,53,0,1.11,11.10
2018,8,18,19,53,0,0.98,10.50
2018,8,18,20,23,0,1.05,10.50
2018,8,18,20,53,0,1.09,10.50
2018,8,18,22,23,0,0.96,11.10
2018,8,18,22,53,0,1.01,10.50
2018,8,18,23,53,0,1.02,10.50
2018,8,19,0,23,0,1.01,9.50
2018,8,19,1,23,0,1.00,10.50
2018,8,19,1,53,0,1.09,10.50
2018,8,19,2,23,0,0.99,10.00
2018,8,19,2,53,0,1.11,10.50
2018,8,19,3,23,0,1.10,8.00
2018,8,19,4,23,0,1.14,7.40
2018,8,19,4,53,0,1.11,10.50
2018,8,19,5,23,0,1.09,8.30
2018,8,19,5,53,0,1.10,10.00
2018,8,19,6,23,0,1.17,7.70
2018,8,19,6,53,0,1.22,7.40
2018,8,19,7,23,0,1.14,8.00
2018,8,19,7,53,0,1.12,10.00
2018,8,19,8,23,0,1.03,8.00
2018,8,19,8,53,0,1.06,8.00
2018,8,19,9,23,0,1.04,10.00
2018,8,19,9,53,0,1.09,7.70
2018,8,19,10,53,0,0.99,6.90
2018,8,19,11,23,0,1.08,7.10
2018,8,19,11,53,0,0.97,10.00
2018,8,19,12,53,0,1.02,10.50
2018,8,19,13,23,0,0.94,7.10
2018,8,19,13,53,0,1.01,9.50
2018,8,19,14,23,0,1.13,7.70
2018,8,19,14,53,0,0.98,7.40
2018,8,19,15,23,0,0.95,6.90
2018,8,19,16,23,0,0.92,7.40
2018,8,19,16,53,0,0.96,7.70
2018,8,19,17,23,0,0.96,10.00
2018,8,19,17,53,0,1.02,7.40
2018,8,19,18,23,0,0.98,7.70
2018,8,19,18,53,0,0.96,7.70
2018,8,19,19,23,0,0.98,7.40
2018,8,19,19,53,0,0.98,8.00
2018,8,19,20,23,0,1.04,7.40
2018,8,19,20,53,0,0.96,9.50
2018,8,19,21,23,0,1.04,7.10
2018,8,19,21,53,0,1.01,7.10
2018,8,19,22,23,0,0.97,7.70
2018,8,19,22,53,0,1.06,7.40
2018,8,19,23,23,0,1.01,7.40
2018,8,20,0,23,0,1.00,11.10
2018,8,20,1,23,0,0.98,7.10
2018,8,20,1,53,0,0.97,7.40
2018,8,20,2,53,0,0.95,7.70
2018,8,20,3,23,0,0.83,7.70
2018,8,20,4,23,0,0.92,7.70
2018,8,20,4,53,0,0.91,7.10
2018,8,20,5,53,0,0.87,8.00
2018,8,20,6,23,0,0.95,6.90
2018,8,20,6,53,0,0.88,8.00
2018,8,20,7,23,0,0.88,11.10
2018,8,20,7,53,0,0.93,7.40
2018,8,20,8,23,0,0.87,11.10
2018,8,20,8,53,0,0.88,7.40
2018,8,20,9,23,0,0.98,7.40
2018,8,20,9,53,0,0.89,10.50
2018,8,20,10,23,0,0.87,7.40
2018,8,20,10,53,0,0.89,10.50
2018,8,20,11,23,0,0.92,10.50
2018,8,20,11,53,0,0.91,11.10
2018,8,20,12,23,0,0.90,8.00
2018,8,20,12,53,0,0.90,7.70
2018,8,20,13,23,0,0.88,7.40
2018,8,20,13,53,0,0.87,10.00
2018,8,20,14,23,0,0.88,8.00
2018,8,20,14,53,0,0.97,7.70
2018,8,20,15,23,0,1.01,9.10
2018,8,20,16,23,0,1.09,8.70
2018,8,20,16,53,0,1.00,8.30
2018,8,20,17,23,0,1.02,9.50
2018,8,20,17,53,0,1.05,8.70
2018,8,20,18,23,0,0.97,10.50
2018,8,20,18,53,0,0.99,10.00
2018,8,20,19,23,0,1.11,8.70
2018,8,20,19,53,0,1.18,10.00
2018,8,20,20,23,0,1.20,9.50
2018,8,20,21,23,0,1.07,8.30
2018,8,20,21,53,0,1.18,10.50
2018,8,20,22,53,0,1.07,10.00
2018,8,20,23,23,0,1.03,11.10
2018,8,20,23,53,0,1.15,10.00
2018,8,21,0,23,0,1.04,10.50
2018,8,21,0,53,0,0.94,11.10
2018,8,21,1,23,0,1.00,10.00
2018,8,21,1,53,0,0.99,9.50
2018,8,21,2,23,0,0.99,10.00
2018,8,21,2,53,0,0.90,9.10
2018,8,21,3,23,0,0.95,9.50
2018,8,21,3,53,0,0.91,9.10
2018,8,21,4,53,0,0.99,11.10
2018,8,21,5,23,0,0.95,9.50
2018,8,21,5,53,0,1.01,9.10
2018,8,21,6,23,0,1.06,9.50
2018,8,21,6,53,0,1.10,9.10
2018,8,21,7,23,0,1.00,9.10
2018,8,21,7,53,0,0.95,10.00
2018,8,21,8,23,0,0.97,10.00
2018,8,21,8,53,0,1.02,9.10
2018,8,21,9,23,0,0.86,8.30
2018,8,21,9,53,0,0.85,9.10
2018,8,21,10,23,0,0.89,9.10
2018,8,21,10,53,0,0.86,8.70
2018,8,21,11,53,0,0.95,9.10
2018,8,21,12,23,0,0.96,9.10
2018,8,21,12,53,0,0.86,8.00
2018,8,21,13,23,0,0.93,8.70
2018,8,21,13,53,0,0.82,10.50
2018,8,21,14,23,0,0.82,9.50
2018,8,21,15,23,0,0.82,8.70
2018,8,21,15,53,0,0.87,9.10
2018,8,21,17,23,0,0.93,9.50
2018,8,21,17,53,0,0.85,9.10
2018,8,21,18,53,0,0.85,8.30
2018,8,21,19,23,0,0.90,8.30
2018,8,21,19,53,0,0.84,9.10
2018,8,21,20,23,0,0.82,8.30
2018,8,21,20,53,0,0.89,8.30
2018,8,21,21,23,0,0.91,10.00
2018,8,21,22,23,0,0.89,8.00
2018,8,21,22,53,0,0.83,8.30
2018,8,21,23,53,0,0.88,8.70
2018,8,22,0,23,0,0.95,9.10
2018,8,22,0,53,0,1.01,8.30
2018,8,22,1,23,0,0.91,9.50
2018,8,22,1,53,0,0.98,9.50
2018,8,22,2,23,0,0.96,9.10
2018,8,22,2,53,0,1.01,9.50
2018,8,22,3,23,0,0.87,10.00
2018,8,22,3,53,0,0.98,8.30
2018,8,22,4,23,0,1.00,9.10
2018,8,22,4,53,0,0.99,8.00
2018,8,22,5,23,0,1.03,7.70
2018,8,22,5,53,0,1.04,9.10
2018,8,22,6,23,0,1.03,9.50
2018,8,22,6,53,0,0.98,9.10
2018,8,22,12,23,0,1.07,10.50
2018,8,22,12,53,0,1.05,10.50
2018,8,22,13,23,0,0.95,10.50
2018,8,22,13,53,0,1.10,10.50
2018,8,22,14,23,0,1.10,10.00
2018,8,22,14,53,0,1.05,10.00
2018,8,22,15,53,0,1.10,9.10
2018,8,22,16,23,0,1.14,10.50
2018,8,22,16,53,0,1.13,12.50
2018,8,22,17,23,0,1.09,9.50
2018,8,22,17,53,0,1.18,10.00
2018,8,22,18,23,0,1.17,9.10
2018,8,22,18,53,0,1.07,8.70
2018,8,22,19,23,0,1.16,11.10
2018,8,22,19,53,0,1.07,11.80
2018,8,22,20,23,0,1.22,11.80
2018,8,22,20,53,0,1.10,11.80
2018,8,22,21,23,0,1.11,8.70
2018,8,22,21,53,0,1.14,11.80
2018,8,22,22,23,0,1.11,11.10
2018,8,22,22,53,0,1.09,11.80
2018,8,22,23,23,0,1.12,11.80
2018,8,22,23,53,0,1.11,11.10
2018,8,23,0,23,0,0.96,11.80
2018,8,23,0,53,0,1.10,11.80
2018,8,23,1,23,0,1.08,11.80
2018,8,23,1,53,0,1.02,11.80
2018,8,23,2,23,0,1.00,11.10
2018,8,23,2,53,0,1.05,11.10
2018,8,23,3,23,0,0.93,11.10
2018,8,23,3,53,0,0.96,10.50
2018,8,23,4,23,0,0.99,11.80
2018,8,23,4,53,0,1.11,11.10
2018,8,23,5,23,0,1.17,11.10
2018,8,23,5,53,0,1.13,11.10
2018,8,23,6,23,0,1.04,11.10
2018,8,23,6,53,0,1.08,11.80
2018,8,23,7,23,0,1.08,11.80
2018,8,23,7,53,0,1.06,11.10
2018,8,23,8,23,0,1.00,11.80
2018,8,23,8,53,0,1.01,11.10
2018,8,23,9,23,0,1.02,11.10
2018,8,23,9,53,0,1.10,11.10
2018,8,23,10,23,0,1.04,11.10
2018,8,23,10,53,0,1.01,18.20
2018,8,23,11,23,0,1.08,16.70
2018,8,23,11,53,0,1.06,18.20
